OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4103,2022-083K,2026-08-26T09:08:37.313952,15.34391378,.00012729,53.1603,120.9193,91.3278,268.7870,0,U,53141,999,22699,.23228398E-4,.408E-5,0
STARLINK-4101,2022-083L,2026-08-26T16:49:19.477632,15.33550773,.00011732,53.1595,119.9487,95.4918,264.6218,0,U,53142,999,22704,.16368519E-4,.166E-5,0
STARLINK-4102,2022-083M,2026-08-27T06:00:00.999648,15.29932643,.00012119,53.1588,123.3700,74.1616,341.6773,0,U,53143,999,582,.22574006E-2,.66545E-3,0
STARLINK-4100,2022-083N,2026-08-27T00:15:43.387776,15.33549735,.00011684,53.1589,118.3750,80.8571,279.2563,0,U,53144,999,22708,.10530897E-4,-.26E-6,0
STARLINK-4106,2022-083P,2026-08-26T17:01:34.517856,15.31699859,.00012646,53.1599,122.3436,94.6451,265.4695,0,U,53145,999,22700,.9456806E-5,-.72E-6,0
STARLINK-4094,2022-083R,2026-08-24T17:30:25.648128,15.34384100,.00010353,53.1599,128.5451,91.2027,268.9095,0,U,53147,999,22739,.95942787E-4,.2865E-4,0
STARLINK-4021,2022-083T,2026-08-27T03:36:41.928192,15.34389968,.00012106,53.1607,109.3626,94.6702,265.4439,0,U,53149,999,22722,.34662003E-4,.795E-5,0
STARLINK-4040,2022-083V,2026-08-24T09:10:29.787744,15.35399819,.00011704,53.1608,123.7549,82.8096,277.3040,0,U,53151,999,22677,.31543733E-4,.72E-5,0
STARLINK-4045,2022-083W,2026-08-27T06:00:00.999648,15.91085106,.00010597,53.2144,77.9723,35.6627,34.8049,0,U,53152,999,577,.10587349E-2,.339768E-2,.54309166E-4
STARLINK-4098,2022-083X,2026-08-27T06:00:00.999648,15.25119890,.00016293,53.1588,116.4347,74.7024,72.7533,0,U,53153,999,585,.17182416E-2,.43511E-3,0
STARLINK-4077,2022-083Y,2026-08-27T06:00:00.999648,15.31864787,.00011783,53.1608,115.3558,75.8476,225.3300,0,U,53154,999,580,.1855406E-2,.57957E-3,0
STARLINK-4088,2022-083Z,2026-08-27T06:00:00.999648,15.25556720,.00015393,53.1591,116.5310,78.9384,58.4826,0,U,53155,999,588,.17351675E-2,.44532E-3,0
STARLINK-4087,2022-083AA,2026-08-27T06:00:00.999648,15.24822514,.00017117,53.1597,116.4761,81.9278,79.5490,0,U,53156,999,574,.15950416E-2,.39987E-3,0
STARLINK-4054,2022-083AC,2026-08-25T16:26:05.976096,15.35414541,.00018668,53.1624,117.0408,88.9145,271.2072,0,U,53158,999,22698,-.10233907E-3,-.3951E-4,0
STARLINK-4111,2022-083AD,2026-08-27T06:00:00.999648,15.24626113,.00010203,53.1590,116.9682,52.2107,299.5700,0,U,53159,999,579,.36156352E-1,.981374E-2,0
STARLINK-4096,2022-083AE,2026-08-27T06:00:00.999648,15.25163104,.00014747,53.1604,116.4858,83.7227,97.5099,0,U,53160,999,588,.15738485E-2,.39857E-3,0
STARLINK-4055,2022-083AF,2026-08-25T16:23:53.670048,15.35406050,.00013492,53.1586,117.3423,93.1562,266.9596,0,U,53161,999,22698,.3930256E-4,.991E-5,0
STARLINK-4114,2022-083AG,2026-08-25T02:29:36.864960,15.31702121,.00011764,53.1614,120.6713,97.6450,262.4685,0,U,53162,999,22688,.18990813E-4,.224E-5,0
STARLINK-4104,2022-083AH,2026-08-27T06:00:00.999648,15.25034979,.00017685,53.1606,116.6476,80.7994,171.6888,0,U,53163,999,588,.14971434E-2,.37741E-3,0
STARLINK-4116,2022-083AJ,2026-08-27T06:00:00.999648,15.15221903,.00019206,53.1589,117.7504,82.7216,265.3280,0,U,53164,999,584,.82757005E-3,.1546E-3,0
STARLINK-4090,2022-083AK,2026-08-27T06:00:00.999648,15.24888612,.00015733,53.1601,116.8871,66.1475,86.2945,0,U,53165,999,574,.23731434E-2,.59941E-3,0
STARLINK-4110,2022-083AL,2026-08-26T07:35:47.047200,15.26514318,.0001399,53.1774,90.6982,84.9111,275.2048,0,U,53166,999,22742,.17020149E-4,.105E-5,0
STARLINK-3683,2022-083AM,2026-08-27T06:00:00.999648,15.25353414,.00015786,53.1588,101.5253,98.0697,138.2187,0,U,53167,999,579,.17909919E-2,.45701E-3,0
STARLINK-4105,2022-083AN,2026-08-27T06:00:00.999648,15.23520605,.00015538,53.1587,116.4234,59.4219,313.8053,0,U,53168,999,588,.87420402E-3,.2087E-3,0
STARLINK-4117,2022-083AP,2026-08-24T01:47:45.264480,15.31712848,.00005302,53.1607,110.5008,90.4257,269.6805,0,U,53169,999,22692,.74412316E-4,.1946E-4,0
STARLINK-4095,2022-083AQ,2026-08-26T16:34:09.392736,15.08831600,.00015488,53.1589,115.3968,95.1272,264.9896,0,U,53170,999,22709,.35754872E-4,.281E-5,0
STARLINK-4052,2022-083AR,2026-08-26T23:27:51.173568,15.35389211,.0001269,53.1596,81.0050,75.8364,284.2780,0,U,53171,999,22759,.4477899E-4,.1181E-4,0
STARLINK-4299,2022-083AS,2026-08-27T04:19:20.493984,15.29608253,.00056868,53.1579,105.8104,156.6893,203.4366,0,U,53172,999,22726,.24837587E-2,.72608E-3,0
STARLINK-4300,2022-083AT,2026-08-26T23:32:28.775904,15.35400532,.00010939,53.1599,86.5562,80.7120,279.4007,0,U,53173,999,22751,.21051845E-4,.354E-5,0
STARLINK-4205,2022-083AU,2026-08-26T16:26:57.309792,15.31698202,.00011601,53.1596,119.4688,80.4662,279.6470,0,U,53174,999,22703,.77552833E-4,.2042E-4,0
STARLINK-4292,2022-083AV,2026-08-26T15:48:20.795328,15.35400730,.00010693,53.1610,125.6560,100.3958,259.7166,0,U,53175,999,22694,.98491688E-4,.3057E-4,0
STARLINK-4294,2022-083AW,2026-08-26T23:42:26.485920,15.31702322,.0000945,53.1602,96.9273,94.4451,265.6659,0,U,53176,999,22737,-.1053233E-5,-.398E-5,0
STARLINK-4298,2022-083AX,2026-08-26T14:38:25.164672,15.35393857,.0001107,53.1623,88.5819,96.2732,263.8397,0,U,53177,999,22745,.89222E-4,.2732E-4,0
STARLINK-4280,2022-083AY,2026-08-26T09:21:37.000512,15.08834333,.00014136,53.1592,121.7948,96.9900,263.1252,0,U,53178,999,22696,.92363146E-4,.1182E-4,0
STARLINK-4276,2022-083AZ,2026-08-27T06:21:10.660608,15.34380724,.00010834,53.1619,70.6761,85.8789,274.2337,0,U,53179,999,22776,-.30474285E-4,-.1405E-4,0
STARLINK-4258,2022-083BA,2026-08-26T13:40:12.298656,15.33547821,.000114,53.1593,74.1560,87.9588,272.1544,0,U,53180,999,22765,.13826E-5,-.327E-5,0
STARLINK-4278,2022-083BC,2026-08-26T22:39:35.925120,15.35401846,.0001598,53.1604,84.3415,94.5691,265.5494,0,U,53182,999,22754,.22685E-4,.411E-5,0
STARLINK-4268,2022-083BD,2026-08-26T22:16:32.961792,15.35386203,.0001306,53.1608,76.8888,83.0627,277.0525,0,U,53183,999,22764,-.34122E-4,-.157E-4,0
STARLINK-4257,2022-083BE,2026-08-25T23:37:42.481344,15.31675368,.00013559,53.1620,77.6322,92.9101,267.2056,0,U,53184,999,22756,.23431226E-3,.6907E-4,0
STARLINK-4391,2022-084A,2026-08-27T06:00:00.999648,15.17222449,.00009465,97.2844,295.5377,40.3314,341.5191,0,U,53189,999,568,-.3691471E-3,-.739E-4,0
STARLINK-4332,2022-084B,2026-08-27T06:00:00.999648,15.16570522,.00014586,97.2840,295.5724,109.8822,184.6781,0,U,53190,999,568,-.66844501E-3,-.13076E-3,0
STARLINK-4369,2022-084C,2026-08-27T04:18:56.870496,15.36964741,.00005178,97.5223,302.7969,72.5159,287.6141,0,U,53191,999,22527,.8615387E-5,.228E-5,0
STARLINK-4375,2022-084D,2026-08-27T06:00:00.999648,15.12283165,.00013989,97.2843,295.5408,59.5760,359.2549,0,U,53192,999,573,-.78450648E-3,-.13598E-3,0
STARLINK-4351,2022-084E,2026-08-27T06:00:00.999648,15.21211906,.00018598,97.2850,294.4978,54.5082,59.0183,0,U,53193,999,578,.14624434E-3,.3196E-4,0
STARLINK-4382,2022-084F,2026-08-27T06:00:00.999648,15.16408756,.00006967,97.2833,295.5228,55.7628,311.8686,0,U,53194,999,578,-.76086561E-3,-.14803E-3,0
STARLINK-4403,2022-084J,2026-08-27T06:00:00.999648,15.20367039,.00014804,97.2850,294.4946,79.6174,65.8454,0,U,53197,999,578,.21997979E-1,.507606E-2,0
STARLINK-4385,2022-084K,2026-08-27T06:00:00.999648,15.16707472,.00018647,97.2852,294.5290,72.0689,149.2148,0,U,53198,999,573,-.14959593E-2,-.29235E-3,0
STARLINK-4395,2022-084L,2026-08-27T06:00:00.999648,15.13021108,.00015604,97.2843,295.5227,77.8370,343.8240,0,U,53199,999,578,.26731762E-1,.500561E-2,0
STARLINK-4417,2022-084M,2026-08-27T06:00:00.999648,15.16812488,.00024928,97.2842,295.5663,76.8607,80.8485,0,U,53200,999,586,-.93808301E-3,-.18439E-3,0
STARLINK-4405,2022-084N,2026-08-27T04:41:43.966464,15.36928655,.00027793,97.5407,304.3269,141.7315,218.4127,0,U,53201,999,22537,.53057804E-3,.19103E-3,0
STARLINK-4411,2022-084P,2026-08-27T06:00:00.999648,15.13141249,.00021263,97.2856,295.5742,46.9988,142.9286,0,U,53202,999,583,-.91969652E-3,-.1631E-3,0
STARLINK-4409,2022-084Q,2026-08-27T06:00:00.999648,15.15475267,.00023258,97.2846,295.5685,98.6251,115.6219,0,U,53203,999,578,-.71161376E-3,-.13492E-3,0
STARLINK-4410,2022-084R,2026-08-27T03:27:41.764032,15.36978614,.00005243,97.5220,302.5049,110.1136,250.0164,0,U,53204,999,22591,-.12342741E-3,-.4539E-4,0
STARLINK-4397,2022-084S,2026-08-27T06:00:00.999648,15.14182730,.00015918,97.2843,295.5946,76.0218,211.3073,0,U,53205,999,583,.24185048E-1,.470744E-2,0
STARLINK-4408,2022-084T,2026-08-27T06:00:00.999648,15.67542141,.00012256,97.2815,297.6029,68.1453,21.7206,0,U,53206,999,585,.22410612E-2,.250113E-2,0
STARLINK-4413,2022-084U,2026-08-27T06:00:00.999648,15.22001760,.00016636,97.2843,294.4974,109.4893,146.6729,0,U,53207,999,586,.7046003E-3,.16043E-3,0
STARLINK-4425,2022-084V,2026-08-27T06:00:00.999648,15.18172230,.00011737,97.2848,294.5160,40.8796,75.8777,0,U,53208,999,578,-.99007477E-3,-.2022E-3,0
STARLINK-4423,2022-084W,2026-08-27T06:00:00.999648,15.16265615,.00017564,97.2833,294.5363,86.9648,269.8063,0,U,53209,999,568,-.15540413E-2,-.29986E-3,0
STARLINK-4427,2022-084X,2026-08-27T06:00:00.999648,15.20460024,.00014226,97.2843,294.5179,75.3943,188.5307,0,U,53210,999,586,.21313291E-1,.49769E-2,0
STARLINK-4416,2022-084Z,2026-08-27T06:00:00.999648,15.16555395,.00015075,97.2839,295.5845,109.7619,176.5403,0,U,53212,999,578,-.70277333E-3,-.13737E-3,0
STARLINK-4414,2022-084AA,2026-08-27T06:00:00.999648,15.21234557,.00020436,97.2847,294.5661,54.7239,51.6207,0,U,53213,999,578,.74737524E-3,.16644E-3,0
STARLINK-4353,2022-084AB,2026-08-27T06:00:00.999648,15.19632181,.00023365,97.2832,294.4564,88.8528,75.5714,0,U,53214,999,578,.53655484E-3,.11378E-3,0
STARLINK-4335,2022-084AC,2026-08-27T03:19:13.368288,15.10856910,.00035038,97.2834,295.4326,119.3166,240.8415,0,U,53215,999,22555,.23597393E-2,.39381E-3,0
STARLINK-4376,2022-084AD,2026-08-27T06:00:00.999648,15.21281639,.00009424,97.2861,294.5155,103.6798,225.6016,0,U,53216,999,578,.38436175E-3,.853E-4,0
STARLINK-4384,2022-084AF,2026-08-27T03:28:39.113760,15.10763962,.00016046,97.2837,295.5701,113.1335,247.0065,0,U,53218,999,22555,.17223637E-2,.28609E-3,0
STARLINK-4373,2022-084AG,2026-08-27T01:50:41.624160,15.11401981,.00022585,97.2837,295.3466,56.7777,303.3670,0,U,53219,999,22502,.56427562E-2,.96436E-3,0
STARLINK-4363,2022-084AH,2026-08-27T06:00:00.999648,15.21524473,.0001324,97.2832,294.4844,109.1634,186.1483,0,U,53220,999,573,.42720874E-3,.9557E-4,0
STARLINK-4377,2022-084AJ,2026-08-27T06:00:00.999648,15.20661690,.00024174,97.2840,294.5627,83.5957,72.9176,0,U,53221,999,578,.60402516E-3,.1321E-3,0
STARLINK-4356,2022-084AM,2026-08-27T06:00:00.999648,15.21199411,.00022819,97.2841,294.4677,104.8728,167.8491,0,U,53224,999,553,.41088428E-3,.9102E-4,0
STARLINK-4358,2022-084AN,2026-08-27T06:00:00.999648,15.16635917,.00020201,97.2826,295.5279,92.1167,217.9433,0,U,53225,999,587,-.10007037E-2,-.19564E-3,0
STARLINK-4359,2022-084AP,2026-08-27T06:00:00.999648,15.20944128,.00016204,97.2828,294.5067,84.4896,324.3627,0,U,53226,999,578,-.11436167E-2,-.25274E-3,0
STARLINK-4366,2022-084AQ,2026-08-27T06:00:00.999648,15.12877958,.00020955,97.2798,295.4835,86.1055,178.5853,0,U,53227,999,578,-.15049809E-2,-.26419E-3,0
STARLINK-4365,2022-084AR,2026-08-27T06:00:00.999648,15.18092715,.00013902,97.2843,294.5734,78.9784,112.3626,0,U,53228,999,563,.25628223E-1,.557254E-2,0
STARLINK-4367,2022-084AS,2026-08-27T06:00:00.999648,15.15736121,.00022661,97.2827,295.7279,94.8480,22.2758,0,U,53229,999,578,-.96859418E-3,-.18465E-3,0
STARLINK-4364,2022-084AT,2026-08-27T05:48:38.243520,15.11372022,.00025155,97.2859,295.5687,106.0341,254.1167,0,U,53230,999,22505,.59140841E-2,.101058E-2,0
STARLINK-4370,2022-084AU,2026-08-27T06:00:00.999648,15.14392101,.00016794,97.2847,295.5629,45.1038,21.3218,0,U,53231,999,586,-.99642332E-3,-.18288E-3,0
STARLINK-4371,2022-084AV,2026-08-27T06:00:00.999648,15.20597267,.00012911,97.2841,294.4759,50.5545,316.0762,0,U,53232,999,578,.10427045E-2,.22837E-3,0
STARLINK-4372,2022-084AW,2026-08-27T06:00:00.999648,15.18741927,.0000432,97.2841,294.4582,39.0100,302.7463,0,U,53233,999,563,.94239204E-3,.19544E-3,0
STARLINK-4368,2022-084AX,2026-08-27T03:17:45.200544,15.36973029,.00004683,97.5232,303.3433,344.8000,15.3230,0,U,53234,999,22632,-.18810355E-4,-.762E-5,0
CSS (WENTIAN),2022-085A,2026-08-27T01:53:00.582144,15.59305906,.00016939,41.4674,251.6650,252.6520,107.4134,0,U,53239,999,28823,.20541197E-3,.16339E-3,0
STARLINK-4056,2022-086A,2026-08-27T01:17:49.509600,15.35385186,.00017794,53.1612,150.1008,153.7024,206.4069,0,U,53242,999,22708,.70394177E-4,.2074E-4,0
STARLINK-4047,2022-086B,2026-08-27T00:58:52.319712,15.35418555,.00011348,53.1608,150.8084,59.3890,300.7225,0,U,53243,999,22709,.1210756E-3,.3847E-4,0
STARLINK-4125,2022-086C,2026-08-27T00:28:25.343328,15.31700293,.00012601,53.1603,150.7939,81.0918,279.0226,0,U,53244,999,22707,-.713897E-6,-.387E-5,0
STARLINK-4131,2022-086E,2026-08-27T00:35:08.326752,15.31695895,.00013972,53.1602,150.7845,88.9335,271.1827,0,U,53246,999,22596,.275172E-5,-.28E-5,0
STARLINK-4061,2022-086F,2026-08-27T01:43:57.847584,15.33625825,.0001802,53.1629,150.2520,99.2606,260.8600,0,U,53247,999,22708,.78291076E-3,.25526E-3,0
STARLINK-4135,2022-086G,2026-08-27T00:20:39.436512,15.31698543,.00012844,53.1607,147.8328,82.8569,277.2579,0,U,53248,999,22711,.30500144E-4,.581E-5,0
STARLINK-4128,2022-086H,2026-08-26T00:34:40.565568,15.31707490,.00014379,53.1591,143.6808,92.9402,267.1764,0,U,53249,999,22678,.2412366E-5,-.29E-5,0
STARLINK-4059,2022-086J,2026-08-27T00:19:31.690272,15.34390374,.00011424,53.1597,139.8425,85.5750,274.5383,0,U,53250,999,22691,.22438911E-4,.382E-5,0
STARLINK-4129,2022-086K,2026-08-26T00:30:39.917376,15.33553869,.00012306,53.1618,144.4483,88.1547,271.9596,0,U,53251,999,22675,.23487303E-4,.4E-5,0
STARLINK-4132,2022-086L,2026-08-27T00:24:15.078816,15.31702355,.00015626,53.1602,139.1996,101.9543,258.1634,0,U,53252,999,22693,.2845413E-4,.518E-5,0
STARLINK-4133,2022-086M,2026-08-27T00:37:43.000896,15.31702223,.00011847,53.1590,139.3865,93.6456,266.4681,0,U,53253,999,22691,.23479713E-4,.364E-5,0
STARLINK-4134,2022-086N,2026-08-27T06:00:00.999648,15.29348062,.0001032,53.1607,146.6438,75.9753,98.2738,0,U,53254,999,579,.14447004E-2,.41555E-3,0
STARLINK-4142,2022-086P,2026-08-27T06:00:00.999648,15.24824846,.00014807,53.1609,146.8462,61.5130,89.0539,0,U,53255,999,574,.3707034E-2,.94081E-3,0
STARLINK-4147,2022-086Q,2026-08-27T01:32:39.072768,15.08992445,.00013244,53.1585,148.7629,186.3986,173.6989,0,U,53256,999,22678,-.22724281E-2,-.36423E-3,0
STARLINK-4144,2022-086R,2026-08-27T06:00:00.999648,15.26514236,.0001169,53.1640,146.6434,77.1691,236.8361,0,U,53257,999,580,.23815906E-1,.67295E-2,0
STARLINK-4127,2022-086S,2026-08-27T01:31:13.299168,15.26531652,.00015085,53.1614,147.4419,78.7270,281.3899,0,U,53258,999,22680,.32916823E-3,.8379E-4,0
STARLINK-4140,2022-086T,2026-08-27T06:00:00.999648,15.27984863,.00009376,53.1590,146.6690,74.6329,240.2411,0,U,53259,999,579,.37316739E-1,.1117344E-1,0
STARLINK-4062,2022-086V,2026-08-27T00:55:50.596320,15.34397509,.00017752,53.1606,139.7637,78.0108,282.1094,0,U,53261,999,22691,.51357373E-4,.1359E-4,0
STARLINK-4085,2022-086W,2026-08-27T00:17:41.836128,15.33551494,.00012469,53.1608,140.2300,90.0952,270.0194,0,U,53262,999,22690,.51094427E-4,.1308E-4,0
STARLINK-4130,2022-086X,2026-08-27T05:19:39.213696,15.30085948,.00017912,53.1599,138.8308,137.5781,222.5359,0,U,53263,999,22694,.31447004E-2,.93627E-3,0
STARLINK-3950,2022-086Y,2026-08-27T00:59:20.880096,15.35389891,.00019231,53.1615,140.4429,56.9105,303.2083,0,U,53264,999,22690,-.10162391E-4,-.735E-5,0
STARLINK-4097,2022-086Z,2026-08-26T17:44:42.095904,15.35403867,.00013371,53.1610,142.2751,88.7660,271.3496,0,U,53265,999,22685,.29505165E-4,.649E-5,0
STARLINK-4058,2022-086AA,2026-08-27T00:06:34.337376,15.33568661,.0001197,53.1609,140.3400,86.0658,274.0481,0,U,53266,999,22690,.12983463E-3,.3902E-4,0
STARLINK-4060,2022-086AB,2026-08-27T05:08:24.692352,15.35402389,.00012321,53.1597,138.9232,94.8799,265.2345,0,U,53267,999,22694,.86424056E-4,.2635E-4,0
STARLINK-4109,2022-086AC,2026-08-27T00:46:46.379136,15.34398108,.00011919,53.1628,139.9057,85.1510,274.9628,0,U,53268,999,22691,.42127437E-4,.1047E-4,0
STARLINK-4122,2022-086AG,2026-08-26T16:45:35.082144,15.34412650,.00014433,53.1579,129.3122,97.1337,262.9829,0,U,53272,999,22702,-.11953488E-3,-.4414E-4,0
STARLINK-4051,2022-086AH,2026-08-27T00:06:05.094432,15.33543244,.00010233,53.1594,128.5731,95.1635,264.9484,0,U,53273,999,22705,.59101297E-4,.1571E-4,0
STARLINK-4050,2022-086AJ,2026-08-26T16:09:34.781472,15.33545985,.00012469,53.1598,129.9440,89.3898,270.7247,0,U,53274,999,22701,.227181E-5,-.298E-5,0
STARLINK-4179,2022-086AK,2026-08-27T00:21:42.733152,15.35401126,.00015775,53.1593,128.6722,83.9204,276.1979,0,U,53275,999,22705,.16174652E-4,.183E-5,0
STARLINK-4174,2022-086AL,2026-08-27T00:25:32.085408,15.35400270,.00011851,53.1596,127.9143,79.9554,280.1583,0,U,53276,999,22706,.15413895E-4,.157E-5,0
STARLINK-4178,2022-086AM,2026-08-25T11:05:40.500384,15.31706321,.00009845,53.1626,137.5840,61.2653,298.8447,0,U,53277,999,22679,-.13519636E-4,-.785E-5,0
STARLINK-4180,2022-086AN,2026-08-26T17:31:36.084000,15.31699939,.00012168,53.1594,131.1921,91.9386,268.1755,0,U,53278,999,22699,.8538687E-5,-.1E-5,0
STARLINK-4169,2022-086AQ,2026-08-26T23:10:17.576544,15.29847592,.00026138,53.1621,86.7490,73.9632,286.1656,0,U,53280,999,22764,.20208356E-3,.5566E-4,0
STARLINK-4164,2022-086AS,2026-08-26T16:57:18.011808,15.33551822,.00011605,53.1601,129.7187,84.7919,275.3216,0,U,53282,999,22701,.15172863E-4,.126E-5,0
STARLINK-4175,2022-086AT,2026-08-25T17:36:10.124064,15.33551294,.00010604,53.1606,134.4283,82.5418,277.5705,0,U,53283,999,22686,.56732223E-4,.1494E-4,0
STARLINK-4173,2022-086AV,2026-08-26T17:24:36.071136,15.35403672,.00011008,53.1624,129.3661,94.3978,265.7151,0,U,53285,999,22701,.50454203E-4,.138E-4,0
STARLINK-4165,2022-086AW,2026-08-25T00:15:03.848544,15.31703802,.00013373,53.1602,139.1874,89.9633,270.1522,0,U,53286,999,22672,.26703352E-4,.464E-5,0
STARLINK-4107,2022-086AX,2026-08-26T16:29:24.878400,15.33543404,.00011797,53.1596,129.9149,72.2642,287.8489,0,U,53287,999,22700,.13182098E-4,.61E-6,0
STARLINK-4162,2022-086AY,2026-08-26T16:28:45.365952,15.35397321,.00011262,53.1602,129.7930,79.6435,280.4695,0,U,53288,999,22700,.2224282E-5,-.303E-5,0
STARLINK-4176,2022-086AZ,2026-08-26T16:44:00.007584,15.34393443,.00012031,53.1592,125.3623,87.6407,272.4733,0,U,53289,999,22706,.15155256E-4,.136E-5,0
STARLINK-4149,2022-086BA,2026-08-27T00:37:27.428160,15.11011779,.00026444,53.2160,138.7713,92.2067,267.9229,0,U,53290,999,22691,.80744972E-3,.13374E-3,0
STARLINK-4166,2022-086BB,2026-08-26T09:42:22.593024,15.35405986,.00008523,53.1611,127.0884,93.3664,266.7437,0,U,53291,999,22701,.42672314E-4,.1109E-4,0
STARLINK-4159,2022-086BC,2026-08-26T16:51:38.315520,15.34390976,.00011877,53.1626,129.3202,94.5149,265.5990,0,U,53292,999,22701,.46104339E-4,.1181E-4,0
STARLINK-4148,2022-086BD,2026-08-26T15:57:51.197760,15.34390887,.00012455,53.1601,121.5148,83.1959,276.9186,0,U,53293,999,22711,.30077413E-4,.64E-5,0
STARLINK-4146,2022-086BE,2026-08-25T17:10:21.831744,15.35404606,.00015263,53.1622,127.3065,94.5804,265.5374,0,U,53294,999,22699,.1532877E-4,.154E-5,0
YAOGAN-35 03B,2022-088C,2026-08-26T19:23:31.744320,15.25667471,.00133295,34.9900,122.9988,295.5095,64.4242,0,U,53318,999,22713,.29057697E-3,.7571E-4,0
YAOGAN-35 03C,2022-088E,2026-08-26T20:53:37.706784,15.50157178,.00024984,34.9945,50.4336,2.6940,357.3796,0,U,53320,999,22789,.72974489E-3,.42604E-3,0
COSMOS 2558,2022-089A,2026-08-27T01:13:32.734848,16.00062823,.0006304,97.2203,347.0340,254.7705,105.2877,0,U,53323,999,22905,.80194E-3,.407785E-2,.7294E-4
TECMS,2022-090A,2026-08-27T07:47:29.189760,15.21470085,.00021409,97.3084,305.3932,302.2127,57.8901,0,U,53346,999,22562,.14878108E-3,.3277E-4,0
SBIRS GEO-6 (USA 336),2022-092A,2026-08-27T05:05:37.052160,1.00271564,.00020255,3.1450,318.6869,193.8581,38.3111,0,U,53355,999,1494,0,-.292E-5,0
KHAYYAM,2022-096A,2026-08-27T07:44:25.097280,15.24499113,.00024478,97.3357,142.2347,103.6695,256.4815,0,U,53370,999,22543,.17009974E-3,.4111E-4,0
STARLINK-4522,2022-097A,2026-08-27T06:00:00.999648,15.28496533,.00017951,53.1609,75.7464,98.4030,81.1585,0,U,53388,999,580,.29064797E-1,.878485E-2,0
STARLINK-4523,2022-097B,2026-08-27T06:00:00.999648,15.30275773,.00017329,53.1595,75.2986,84.8453,4.8531,0,U,53389,999,588,.29433925E-1,.944734E-2,0
STARLINK-4517,2022-097C,2026-08-27T06:00:00.999648,15.31690114,.00013654,53.1594,75.5876,80.7010,201.1893,0,U,53390,999,588,.26910807E-1,.898898E-2,0
STARLINK-4521,2022-097D,2026-08-25T12:53:24.987264,15.31701627,.0001196,53.1602,79.8049,83.8511,276.2627,0,U,53391,999,22424,.27287778E-4,.482E-5,0
STARLINK-4535,2022-097E,2026-08-26T13:09:52.728480,15.31704072,.00010282,53.1610,75.5239,99.6228,260.4889,0,U,53392,999,22439,.19038006E-4,.226E-5,0
STARLINK-4530,2022-097F,2026-08-27T06:00:00.999648,15.35400448,.0001025,53.1601,74.9830,87.1417,203.6743,0,U,53393,999,584,-.27734964E-3,-.10042E-3,0
STARLINK-4544,2022-097G,2026-08-26T21:22:19.549056,15.31698924,.0001233,53.1599,62.1485,77.1052,283.0087,0,U,53394,999,22461,-.13071E-5,-.406E-5,0
STARLINK-4534,2022-097H,2026-08-25T23:30:59.474592,15.31706207,.00012483,53.1603,77.7113,95.8816,264.2328,0,U,53395,999,22415,.36067864E-4,.754E-5,0
STARLINK-4524,2022-097J,2026-08-27T06:00:00.999648,15.30673752,.00008967,53.1591,75.8970,111.5343,189.2213,0,U,53396,999,587,.28690394E-1,.931252E-2,0
STARLINK-4515,2022-097K,2026-08-27T06:00:00.999648,15.29070934,.00014769,53.1597,75.4555,83.8565,26.2025,0,U,53397,999,588,.28307931E-1,.870139E-2,0
STARLINK-4512,2022-097L,2026-08-27T06:00:00.999648,15.33347408,.0000984,53.1588,75.1515,76.6685,289.3313,0,U,53398,999,580,.26733251E-1,.944001E-2,0
STARLINK-4528,2022-097M,2026-08-27T06:00:00.999648,15.33338466,.0001315,53.1593,74.8734,80.7125,8.1381,0,U,53399,999,580,.21311252E-1,.748282E-2,0
STARLINK-4520,2022-097N,2026-08-27T06:00:00.999648,15.31196105,.00012459,53.1591,75.1688,79.3055,337.8066,0,U,53400,999,575,.25669297E-1,.8518E-2,0
STARLINK-4525,2022-097P,2026-08-27T06:00:00.999648,15.31237934,.00010647,53.1588,75.1231,67.6766,292.6407,0,U,53401,999,585,.27795903E-1,.916962E-2,0
STARLINK-4499,2022-097Q,2026-08-26T16:35:16.988640,15.34392448,.00013733,53.1605,74.0078,101.6855,258.4302,0,U,53402,999,22427,.13847113E-4,.91E-6,0
STARLINK-4507,2022-097R,2026-08-27T06:16:41.412288,15.31672244,.0001551,53.1583,71.7491,94.9362,265.1817,0,U,53403,999,22435,-.9822412E-4,-.3409E-4,0
STARLINK-4509,2022-097S,2026-08-26T12:31:58.091232,15.31702982,.00012875,53.1612,63.0963,85.0552,275.0596,0,U,53404,999,22440,.14598949E-4,.88E-6,0
